,Tweets,id,subtask_b,subtask_c,
553,"""Don't keep Nag waiting.\xa0 It's hard on his knees.\xa0 'Twisted'.\xa0 Tonight.\xa0 Bromance.""",,TIN,IND,
554,"""GAY FAGGOT NERD FUCKERS \r\nTROLOLOLOLOLOLOLOLOLOLOLOLOLLOLOOLOLOLOLOLLLOLLLLOLOLOLOLOLOLOLOL""",,TIN,IND,
555,"""GAY FAGGOT NERD FUCKERS \r\nTROLOLOLOLOLOLOLOLOLOLOLOLOLLOLOOLOLOLOLOLLLOLLLLOLOLOLOLOLOLOLOL""",,TIN,IND,
556,"""Thanks for confirming that conservative men only see their women as a pair of tits and an azz.""",,TIN,IND,
557,"""The key words being keep thinking, something you have a hard time doing redneck racist retard.""",,TIN,IND,
558,"""Jeff Bootstraps Fisher\n\n\nis a troll.\n\n\nanyone feel free to add to what you think of him.""",,TIN,IND,
559,"""coming on here to hate? get a fucking life this is straight fire you dont like it your a pussy""",,TIN,IND,
560,"""You mean like stealing identity such as you are now? Not hardly troll! FLAGGED FOR FAKE SHITT!""",,TIN,IND,
561,"""Ha ha, Anthony is idiot. \xa0He thinks he knows basketball but is too dumb to know he is dumb.""",,TIN,IND,
562,"""Thanx for the fake address. Knew you were a bltch. Go tell your mom to bring you some cookies.""",,TIN,IND,
563,"""""parents""\xa0 He was visiting his dad's fiance,\xa0 geeez dude you really are completely stupid""",,TIN,IND,
564,"""The child molester calling someone a racist, too funny! And then you make a gay slur, hilarious!""",,TIN,IND,
565,"""That's not funny,,,whats funny would be your family watching you DIE of A $$ cancer, ha haa haaa""",,TIN,IND,
566,"""you are an idiot and doubt very seriously you have ANY proof to back such a ridiculous statement""",,TIN,IND,
567,"""Other? A virus isn't an organism you idiot. It's a particle. This is why we think you're stupid.""",,TIN,IND,
568,"""you are just an idiot blabbermouth that is gonna get stopped HARD one day! You WILL NOT be saved.""",,TIN,IND,
569,"""huck huck huck, no... but giant pictures of them beating the_crap out of idiots like you are ok!!""",,TIN,IND,
570,"""Well we know you are to dumb... You only chose that screen name to satisfy your overgrown ego....""",,TIN,IND,
571,"""Rob, you have proven your point already. We understood - you are an antisemit. You can relax now.""",,TIN,IND,
572,"""Shows how much of a dumb-ass you are. Today she used The Globe as a source hahahahahahahahahaaaaa""",,TIN,IND,
573,"""BITCH ASS NIGGA, WE KNOW YOU A COWARD, YOU SCARED TO PUT UP A PROFILE PIC! GET THE FUCK OUT HERE!""",,TIN,IND,
574,"""BS. Lowe you are an arrogant prick. Beyond criticism? You deserve nothing but criticism you idiot.""",,TIN,IND,
575,"""Loser maggot can't make any money because you have no talent.\n\nLive in squalor like you deserve.""",,TIN,IND,
576,"""da fuck this nigga talkin bout? everything this hoe was doing was turning me on......this nigga gay""",,TIN,IND,
577,"""Very sorry I mentioned it.\xa0 Just keep bitching here where you are SURE it will amount to nothing.""",,TIN,IND,
578,"""When you say Bama, you are referring to the school, like in your posts below... stop being an idiot.""",,TIN,IND,
579,"""With every one of your comments that I read, I realize more and more just how batshit crazy you are.""",,TIN,IND,
580,"""You talked to grade school kids with strong opinions on Bill Maher today?\n\nYou're a f ucking liar.""",,TIN,IND,
581,"""You stupid racist motherfucker! I bet you'd never say that to a black man or woman't face would you?""",,TIN,IND,
582,"""You're a child rapist in NY. You have admitted it MANY times you sick fuck! You have no room to talk.""",,TIN,IND,
583,"""No idiot, tell it to the surpreme court and you're not even funny.....morning asshole go back to bed.""",,TIN,IND,
584,"""Cheap\xa0pathetic references to Nazi Germany, you dont know how good you have in this country A-Hole!""",,TIN,IND,
585,"""I want to know why you don't have a job - is it because you were busted at work with your kiddieporn?""",,TIN,IND,
586,"""oh poor you...you are judged for being black...then poor me, I have to listen to your whiny black azz""",,TIN,IND,
587,"""why don't your wife blow all off\\xc2\\xa0the liberals for a quarter each and donate the money,,,????""",,TIN,IND,
588,"""Excellent command of the English language! Once again I want to commend you ni@@ers on your ""skillz"".""",,TIN,IND,
589,"""lol you morons think im black ? nope im same like you boeti only think is i hate you racist batards :)""",,TIN,IND,
590,"""Stop whining you moron democrats you backed aFucking no brain marxist loser in 2007. Now pay the price""",,TIN,IND,
591,"""Leftist White race traitor\xa0or shit skinned\xa0degenerate; you are a hard one to call.\n\nMongoloid.""",,TIN,IND,
592,"""you truely are a dumb*** hilly i never said it was great i said #8 all time your just stupid aint you.""",,TIN,IND,
593,"""They can buy and they can apply for residency just like any other person. So shut up you ignorant fool.""",,TIN,IND,
594,"""@Enundr\xa0lol.....You sir, are a jackass. wipe the tears from your eyes and move on. Mass Effect sucks.""",,TIN,IND,
595,"""Your Teabilly slutchild is just as ignorant as her mother.\nYou people are the trailer trash of America.""",,TIN,IND,
596,"""You wicked shit, you have the mitigated gall to call the Lord's name in your filthy beer smelling mouth.""",,TIN,IND,
597,"""What an ass you are...funny I see a lot more of you ""nuts in cars then I ever have of pilots in panes...""",,TIN,IND,
598,"""ugly bitch go prostitute yourself so dat you can buy a big enough pant bottom to cover your gigantic ass """,,TIN,IND,
599,"""just go away because you get dumber by the day. You probably even foegt where the subject began dumb dumb""",,TIN,IND,
600,"""That second year of fifth grad was a big fat waste of time.\xa0 You are one sad, ignorant, liberal troll.""",,TIN,IND,
601,"""Some of you must think our enemies are as gullible as you are. \xa0Nothing interesting here. \xa0Move on.""",,TIN,IND,
602,"""It's much better than the left wingnuts who got us into this mess in the first place! \xa0Like you Susan!""",,TIN,IND,
603,"""who da fuk are you calling adumbas pussy.... you'r probully a negro with big ass lips and a big ass nose.""",,TIN,IND,
604,"""Go drop dead you fcuking loser. Ram a boom-stick up your hairy ass you sex starved unbalanced freak fcuk.""",,TIN,IND,
605,"""Your Teabilly slutchild is just as ignorant as her mother.\n\nYou people are the trailer trash of America.""",,TIN,IND,
606,"""This website should have been named www.haterscentral.com because this website is full of people like you.""",,TIN,IND,
607,"""Steve you are proof that agism lives, and that there is really no age range for dumb ignoramus.\xa0\xa0 LOL""",,TIN,IND,
608,"""Linux Torvalds: ""NVIDIA, FUCK YOU ! \nthis will remain in history, if Linus said it then Nvidia deserves it""",,TIN,IND,
609,"""Why would I want to meet you?\xa0 You have absolutely no redeeming qualities based on your delusional posts.""",,TIN,IND,
610,"""Hey right winger ""just4thefax"", immigration isn't a ""wedge issue, it's a POLICY issue.\n\nGet a clue, moron.""",,TIN,IND,
611,"""Ok. You are a complete retard. Re-read what you just said about a ""bullpen"". You know nothing about baseball!""",,TIN,IND,
612,"""Really? Than why are there over 30 states that are against gay marriage??? \xa0Get your shit straight libturd!""",,TIN,IND,
613,"""@Hoss \xa0\xa0@JenBroflovski\xa0fuck you you old fuck, the real john mclain.\n\xa0\nthe real one from die hard""",,TIN,IND,
614,"""There you go again telling LIES you are a LAFFS FAN\xa0\xa0\xa0\xa0 IDIOT and fooling yourself only BIRD BRAIN""",,TIN,IND,
615,"""Looks like the\xa0dipshat left the building.\xa0 What a joke.\xa0 Go back to where you came from Bob the slob.""",,TIN,IND,
616,"""He guilty you ignorant azz! He doesn't have to worry about it anyway because he'll never be in the hall of fame""",,TIN,IND,
617,"""That is a moronic response. They should not repeat the crimes they commited? Please don t post your trash here.""",,TIN,IND,
618,"""Really? Police wouldn't use tear gas on a white man wanted for 3 counts of capital murder? You are such a fool.""",,TIN,IND,
619,"""how many times do i have to tell u retards. i dont live in the uk. it was 2pm when i commented u utter bellend.""",,TIN,IND,
620,"""Go away libTURD, your kind just can't stand that the man told the truth, something you would never understand! """,,TIN,IND,
621,"""If u didnt give a fuck what i was saying why is ur dumbass replying? Clearly u are ignorant and unsophisticated.""",,TIN,IND,
622,"""You're just a mouthy bitch, just like your whore mother. Now get back in the kitchen & make me a sandwhich NOW!!""",,TIN,IND,
623,"""Are you still around sicko? \xa0You're the jackass who abandoned your best friend who came out as gay. \xa0Nice.""",,TIN,,
624,"""You are an arrogant bitch and what is wrong with \xa0the World today, mostly caused by you pond life bankers!!!!!""",,TIN,,
625,"""Why did you do that? ""Because you smell like dog poo. You're so stupid, just like dog poo. You're made outta poo!""",,TIN,,
626,"""burr-headed, purple lipped Kenyan?????\xa0 are you a human or a right wing asshole.\xa0 go back under your bridge.""",,TIN,,
627,"""How is defending your child vigilante justice?\n\nWhy are you defending a child rapist?\xa0 Are you a closet pedo?""",,TIN,,
628,"""you are a asshole for putting addicts down!!! why bash us!!! at least we have an excuse wats urz jackass!!!!!!!!!!!""",,TIN,,
629,"""and you're fucking Pinterest up! It used to be so cool and friendly before people like you found a way to abuse it.""",,TIN,,
630,"""is your hat white with a point? does it hide your face! And i don't need to learn from you, your mind is gone; sick""",,TIN,,
631,"""Hating for jealousy is just so absurd, though.  It makes you look like an idiot with no knowledge of baseball at all.""",,TIN,,
632,"""ANYBODY AND I MEAN ANY MOTHERFUCKER WHO CONFUSES BILL PULLMAN WITH BILL PAXTON IS A FUCKING IMBECILE BENEATH CONTEMPT""",,TIN,,
633,"""haha fuck you bitch your a fukn cripled cunt fuck you motherfucker stay off this page unless you want to die bitch!!!""",,TIN,,
634,"""BACK OFF HATER'Z!\nJUST LEAVE THEM ALONE CUZ ITS NONE OF YOUR BUSSINESS BITCHES:)\n\nJUST IGNORE THEM OLSEN:):):);0:)""",,TIN,,
635,"""So are you. Oh wait, sorry, you're just an idiot. God has no sympathy for you. Sorry you were born stupid. Take care!""",,TIN,,
636,"""it's shit, I dont think my comment will get here. But its not free and comes with lots of crap you dont need. You M F""",,TIN,,
637,"""Mr. King isn't it about time you either grow a pair of balls or join the democrats who will love a pussy cat like you.""",,TIN,,
638,"""you know you love when i give details like when you suck my cock and i say 'oh swallow me while i finger your asshole'""",,TIN,,
639,"""Your absolutely right, there is no way of explaining it to a moron like you - go back to smokiung your crack, 8ss-hole!""",,TIN,,
640,"""Stick tha dick back in ya mouth make like its Haloween\\nand bob for apples. Dumb bitches like you dont deserve to talk""",,TIN,,
641,"""you are soooo inteligent white girl. Tell us black people more about ourselves. Im sure u know more about us then we do""",,TIN,,
642,"""Who the hell do you think you are saying anything! SOUNDS LIKE YOU ARE THE UNEDUCATED IGNORANT  PIECES OF SHIT TO ME!!!!""",,TIN,,
643,"""accused but not charged or convicted. you libbies make me laugh. especially you dimwit. you are a copy and paste monkey.""",,TIN,,
644,"""how do you know mother fucker stop assuming shit you don t know you don t know that man like you hypocrite son of a bitch""",,TIN,,
645,"""i defended lana every time  someone said bad things about her, now i dont know what to think, lana is a bitch and a whore""",,TIN,,
646,"""your ignorant as fuck.. black people been skateboarding for a long ass time.. stop looking for lil wayne to set your trends""",,TIN,,
647,"""* HAHA TRANNY ???? *\n\xa0\xa0COME HARDER NEXT TIME CUZ YOU MAD LAME !!!\n\xa0\xa0FUCK OUTTA HERE WITH YOU'RE UGLY ASS !!!!""",,TIN,,
648,"""You can't see it because you're a clueless idiot. Show me how he is helping the middle class you stupid Obama semen slurper""",,TIN,,
649,"""FUCK ALLA YALL YMCB TAKEOVER WEEZY JUST TIRED OF THE BEEF DAS WHY HE SAID THAT\xa0http://www.youtube.com/watch?v=5n7oA_Kk1IQ""",,TIN,,
650,"""AWE.......\xa0 Poor wittle troll on Patrol is TOO $TUPID to speak onlyEnglish, SO I'M THE BAD GUY.\xa0 SERIOUSLY?\xa0 LMFAO!""",,TIN,,
651,"""You know, it is so easy to talk shit about this, you know nothing about what he was going thorough in his life, so fuck off!""",,TIN,,
652,"""Well aren't you phucking special. It's easy to have all those things when your still living in your mother's basement. LOSER""",,TIN,,
653,"""Yeah, like I'd let you have the last say, loser. ;)\n\nAnd BTW, you're a bad stalker. I don't give a phuck about pitbulls. ;D""",,TIN,,
654,"""bitch fuck A e-thug,MOTHER FUCKER im A cold hearted SHAOLIN MONK,and believe me when i tell you THIS,I WILL HUNT YOU DOWN !!!""",,TIN,,
655,"""As is your mother. . . . .who is the.beastiality whore.\xa0\n\nLighten up. . . . ""It's comedy!! \xa0Bwaaaaaaaaaaaaaaaaaahh!!""",,TIN,,
656,"""Stupid fucking idiots,,,what more can you say. These freaks should put signs on their foreheads saying ""This Space for Rent.""""",,TIN,,
657,"""Yuck imagine knowing a total fucking douche like you!  Your mom should have swallowed dude!  She did this world an injustice!""",,TIN,,
658,"""them some ugly motherfuckers. Proof you don't need to be beautiful to make it in Hollywood, you just have to know who to blow.""",,TIN,,
659,"""The difference between your wife and a rooster HoldYourOwn? The rooster says cock-a-doodle doo, your mama says any-cock'll do.""",,TIN,,
660,"""Are you guys fucking retarded ? you're trying to take pictures of these girls ?! you guys are worse than the scum of the earth""",,TIN,,
661,"""Before making a stupida$$ comment....you dumbfuck......try looking up her picture first!\xa0 She is white and very over-weight.""",,TIN,,
662,"""Nnamdi chuwkwu you are \xa0nothing but dick sucker i wish i'm BOKO.. i will bomb your generation.. .you need to relocate to ZOO""",,TIN,,
663,"""more like he turn yo ass into a carnival ride, you already look like you take dick in the ass in that homo ass picture of yours.""",,TIN,,
664,"""<STRONG><A>YOU ARE A MEAN SPIRITED AZZHOLE.  POSTERS HAVE ASKED YOU TO STOP THIS!!!!  NO WONDER EVERYONE ON THIS BLOG HATES YOU!""",,TIN,,
665,"""Bitch you digraced the whole nation.. Now wait for the whole Pakistan to bombard you with their precious comments! Fuckin FRAUD!""",,TIN,,
666,"""cockneywideboy\n\nSo your the obese twat taking up all the pavement...get a diet going and come back when you're cockneyslimboy.""",,TIN,,
667,"""You are an evil despicable animal, and I'm sure eventually you'll get yours. God has a special plan for vile creatures like you.""",,TIN,,
668,"""fat lip monkeys get shot???and how r u smarter then blacks because u have a rice dick and suck noddles all day dont make u smart""",,TIN,,
669,"""yeah I'm pathetic but your the idiot going around trolling other teams pages. Why don't you get f#$@ing life you little sh1thead.""",,TIN,,
670,"""Pussy bitch take my fuking house off of your picture. I know it looks better than that nasty black ass you had up there but still""",,TIN,,
671,"""Don't forget to add that she inspired a troll such as yourself to chime in.... now go back under your bridge and behave yourself.""",,TIN,,
672,"""You don't wear your brain bucket ....you only hurt you and your family. You become impaired you have the ability to hurt everyone.""",,TIN,,
